,EventTime,EventType,ScalarEventValue,agent_id,agent_type,CASH,time_placed,symbol,quantity,side,order_id,fill_price,tag,limit_price,is_hidden,is_price_to_comply,insert_by_id,is_post_only,order_fee,ABM,SubmittedOrders,PaidFees,spread,speed_of_fills
7,0,ORDER_EXECUTED,,1,NoiseAgent,,2021-02-05 09:23:22,ABM,4.0,Side.ASK,478.0,99981.0,,99981.0,False,False,False,False,0.0,,,,,0
10,0,ORDER_EXECUTED,,1,NoiseAgent,,2021-02-05 09:23:22,ABM,96.0,Side.ASK,478.0,99981.0,,99981.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,4,NoiseAgent,,2021-02-05 09:39:31,ABM,87.0,Side.BID,901.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,0
10,1612517972306109034,ORDER_EXECUTED,,4,NoiseAgent,,2021-02-05 09:39:31,ABM,13.0,Side.BID,901.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,1612517972306109034
7,0,ORDER_EXECUTED,,11,NoiseAgent,,2021-02-05 09:48:14,ABM,100.0,Side.ASK,1244.0,99894.0,,99894.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,12,NoiseAgent,,2021-02-05 09:55:35,ABM,100.0,Side.ASK,1420.0,99875.0,,99875.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,34,NoiseAgent,,2021-02-05 09:20:04,ABM,6.0,Side.BID,400.0,99986.0,,99986.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,38,NoiseAgent,,2021-02-05 09:23:02,ABM,10.0,Side.ASK,473.0,99983.0,,99983.0,False,False,False,False,1190.0,,,,,0
9,0,ORDER_EXECUTED,,38,NoiseAgent,,2021-02-05 09:23:02,ABM,24.0,Side.ASK,473.0,99983.0,,99983.0,False,False,False,False,1190.0,,,,,0
11,0,ORDER_EXECUTED,,38,NoiseAgent,,2021-02-05 09:23:02,ABM,100.0,Side.ASK,473.0,99983.0,,99983.0,False,False,False,False,1190.0,,,,,0
14,1612516990202499341,ORDER_EXECUTED,,38,NoiseAgent,,2021-02-05 09:23:02,ABM,66.0,Side.ASK,473.0,99983.0,,99983.0,False,False,False,False,1190.0,,,,,1612516990202499341
7,0,ORDER_EXECUTED,,43,NoiseAgent,,2021-02-05 09:03:14,ABM,41.0,Side.ASK,51.0,99991.0,,99991.0,False,False,False,False,0.0,,,,,0
10,1612515802572127829,ORDER_EXECUTED,,43,NoiseAgent,,2021-02-05 09:03:14,ABM,59.0,Side.ASK,51.0,99991.0,,99991.0,False,False,False,False,0.0,,,,,1612515802572127829
7,0,ORDER_EXECUTED,,48,NoiseAgent,,2021-02-05 09:30:56,ABM,67.0,Side.ASK,637.0,99982.0,,99982.0,False,False,False,False,0.0,,,,,0
10,0,ORDER_EXECUTED,,48,NoiseAgent,,2021-02-05 09:30:56,ABM,33.0,Side.ASK,637.0,99982.0,,99982.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,63,NoiseAgent,,2021-02-05 09:13:10,ABM,94.0,Side.ASK,257.0,99993.0,,99993.0,False,False,False,False,0.0,,,,,0
9,0,ORDER_EXECUTED,,63,NoiseAgent,,2021-02-05 09:13:10,ABM,6.0,Side.ASK,257.0,99993.0,,99993.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,66,NoiseAgent,,2021-02-05 09:09:23,ABM,8.0,Side.BID,171.0,100018.0,,100018.0,False,False,False,False,0.0,,,,,0
10,1612516164308971710,ORDER_EXECUTED,,66,NoiseAgent,,2021-02-05 09:09:23,ABM,92.0,Side.BID,171.0,100018.0,,100018.0,False,False,False,False,0.0,,,,,1612516164308971710
7,0,ORDER_EXECUTED,,73,NoiseAgent,,2021-02-05 09:59:14,ABM,32.0,Side.BID,1529.0,99900.0,,99900.0,False,False,False,False,0.0,,,,,0
10,1612519158320777294,ORDER_EXECUTED,,73,NoiseAgent,,2021-02-05 09:59:14,ABM,68.0,Side.BID,1529.0,99900.0,,99900.0,False,False,False,False,0.0,,,,,1612519158320777294
7,0,ORDER_EXECUTED,,74,NoiseAgent,,2021-02-05 09:10:03,ABM,100.0,Side.BID,191.0,99995.0,,99995.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,81,NoiseAgent,,2021-02-05 09:18:47,ABM,24.0,Side.BID,365.0,99958.0,,99958.0,False,False,False,False,0.0,,,,,0
10,0,ORDER_EXECUTED,,81,NoiseAgent,,2021-02-05 09:18:47,ABM,76.0,Side.BID,365.0,99958.0,,99958.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,84,NoiseAgent,,2021-02-05 09:38:15,ABM,8.0,Side.BID,852.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,87,NoiseAgent,,2021-02-05 09:40:38,ABM,77.0,Side.BID,966.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,0
10,1612518039300952059,ORDER_EXECUTED,,87,NoiseAgent,,2021-02-05 09:40:38,ABM,23.0,Side.BID,966.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,1612518039300952059
7,0,ORDER_EXECUTED,,88,NoiseAgent,,2021-02-05 09:09:40,ABM,100.0,Side.ASK,179.0,99996.0,,99996.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,93,NoiseAgent,,2021-02-05 09:40:39,ABM,12.0,Side.BID,968.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,96,NoiseAgent,,2021-02-05 09:45:41,ABM,100.0,Side.ASK,1182.0,99888.0,,99888.0,False,False,False,False,1190.0,,,,,0
10,0,ORDER_EXECUTED,,96,NoiseAgent,,2021-02-05 09:45:41,ABM,9.0,Side.ASK,1182.0,99888.0,,99888.0,False,False,False,False,1190.0,,,,,0
12,1612518345814372321,ORDER_EXECUTED,,96,NoiseAgent,,2021-02-05 09:45:41,ABM,91.0,Side.ASK,1182.0,99888.0,,99888.0,False,False,False,False,1190.0,,,,,1612518345814372321
7,0,ORDER_EXECUTED,,97,NoiseAgent,,2021-02-05 09:21:32,ABM,75.0,Side.ASK,435.0,99987.0,,99987.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,100,NoiseAgent,,2021-02-05 09:04:49,ABM,100.0,Side.BID,84.0,99993.0,,99993.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,107,NoiseAgent,,2021-02-05 09:19:25,ABM,96.0,Side.BID,386.0,99986.0,,99986.0,False,False,False,False,0.0,,,,,0
10,1612516769683774844,ORDER_EXECUTED,,107,NoiseAgent,,2021-02-05 09:19:25,ABM,4.0,Side.BID,386.0,99986.0,,99986.0,False,False,False,False,0.0,,,,,1612516769683774844
7,0,ORDER_EXECUTED,,109,NoiseAgent,,2021-02-05 09:24:05,ABM,9.0,Side.ASK,493.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,113,NoiseAgent,,2021-02-05 09:43:01,ABM,35.0,Side.ASK,1072.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,118,NoiseAgent,,2021-02-05 09:21:23,ABM,6.0,Side.BID,431.0,99983.0,,99983.0,False,False,False,False,1190.0,,,,,0
10,0,ORDER_EXECUTED,,118,NoiseAgent,,2021-02-05 09:21:23,ABM,100.0,Side.BID,431.0,99983.0,,99983.0,False,False,False,False,1190.0,,,,,0
12,1612516897682176296,ORDER_EXECUTED,,118,NoiseAgent,,2021-02-05 09:21:23,ABM,85.0,Side.BID,431.0,99983.0,,99983.0,False,False,False,False,1190.0,,,,,1612516897682176296
7,0,ORDER_EXECUTED,,119,NoiseAgent,,2021-02-05 09:54:36,ABM,94.0,Side.BID,1391.0,99929.0,,99929.0,False,False,False,False,0.0,,,,,0
10,1612518877680173258,ORDER_EXECUTED,,119,NoiseAgent,,2021-02-05 09:54:36,ABM,6.0,Side.BID,1391.0,99929.0,,99929.0,False,False,False,False,0.0,,,,,1612518877680173258
7,0,ORDER_EXECUTED,,127,NoiseAgent,,2021-02-05 09:21:45,ABM,61.0,Side.BID,443.0,99975.0,,99975.0,False,False,False,False,0.0,,,,,0
10,1612516922351244861,ORDER_EXECUTED,,127,NoiseAgent,,2021-02-05 09:21:45,ABM,39.0,Side.BID,443.0,99975.0,,99975.0,False,False,False,False,0.0,,,,,1612516922351244861
7,0,ORDER_EXECUTED,,140,NoiseAgent,,2021-02-05 09:19:15,ABM,46.0,Side.BID,382.0,99972.0,,99972.0,False,False,False,False,0.0,,,,,0
10,1612517472801644238,ORDER_EXECUTED,,140,NoiseAgent,,2021-02-05 09:19:15,ABM,54.0,Side.BID,382.0,99972.0,,99972.0,False,False,False,False,0.0,,,,,1612517472801644238
7,0,ORDER_EXECUTED,,152,NoiseAgent,,2021-02-05 09:24:32,ABM,100.0,Side.ASK,505.0,99979.0,,99979.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,154,NoiseAgent,,2021-02-05 09:28:24,ABM,42.0,Side.ASK,594.0,99989.0,,99989.0,False,False,False,False,0.0,,,,,0
10,1612517386758851609,ORDER_EXECUTED,,154,NoiseAgent,,2021-02-05 09:28:24,ABM,58.0,Side.ASK,594.0,99989.0,,99989.0,False,False,False,False,0.0,,,,,1612517386758851609
7,0,ORDER_EXECUTED,,157,NoiseAgent,,2021-02-05 09:11:01,ABM,6.0,Side.BID,211.0,100010.0,,100010.0,False,False,False,False,0.0,,,,,0
10,0,ORDER_EXECUTED,,157,NoiseAgent,,2021-02-05 09:11:01,ABM,94.0,Side.BID,211.0,100010.0,,100010.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,158,NoiseAgent,,2021-02-05 09:30:06,ABM,90.0,Side.BID,624.0,100015.0,,100015.0,False,False,False,False,0.0,,,,,0
10,1612517407043960048,ORDER_EXECUTED,,158,NoiseAgent,,2021-02-05 09:30:06,ABM,10.0,Side.BID,624.0,100015.0,,100015.0,False,False,False,False,0.0,,,,,1612517407043960048
7,0,ORDER_EXECUTED,,159,NoiseAgent,,2021-02-05 09:33:05,ABM,100.0,Side.ASK,682.0,99952.0,,99952.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,160,NoiseAgent,,2021-02-05 09:40:06,ABM,5.0,Side.BID,937.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,0
10,1612518011080852957,ORDER_EXECUTED,,160,NoiseAgent,,2021-02-05 09:40:06,ABM,21.0,Side.BID,937.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,1612518011080852957
7,0,ORDER_EXECUTED,,177,NoiseAgent,,2021-02-05 09:00:56,ABM,43.0,Side.ASK,18.0,100057.0,,100057.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,186,NoiseAgent,,2021-02-05 09:43:38,ABM,89.0,Side.BID,1099.0,99931.0,,99931.0,False,False,False,False,0.0,,,,,0
10,1612518234257243292,ORDER_EXECUTED,,186,NoiseAgent,,2021-02-05 09:43:38,ABM,11.0,Side.BID,1099.0,99931.0,,99931.0,False,False,False,False,0.0,,,,,1612518234257243292
7,0,ORDER_EXECUTED,,192,NoiseAgent,,2021-02-05 09:36:44,ABM,11.0,Side.ASK,792.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,0
10,0,ORDER_EXECUTED,,192,NoiseAgent,,2021-02-05 09:36:44,ABM,89.0,Side.ASK,792.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,194,NoiseAgent,,2021-02-05 09:02:25,ABM,100.0,Side.BID,38.0,99993.0,,99993.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,202,NoiseAgent,,2021-02-05 09:15:20,ABM,77.0,Side.ASK,290.0,100003.0,,100003.0,False,False,False,False,0.0,,,,,0
10,0,ORDER_EXECUTED,,202,NoiseAgent,,2021-02-05 09:15:20,ABM,23.0,Side.ASK,290.0,100003.0,,100003.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,204,NoiseAgent,,2021-02-05 09:41:29,ABM,18.0,Side.BID,995.0,99927.0,,99927.0,False,False,False,False,1190.0,,,,,0
10,1612518091074272802,ORDER_EXECUTED,,204,NoiseAgent,,2021-02-05 09:41:29,ABM,100.0,Side.BID,995.0,99927.0,,99927.0,False,False,False,False,1190.0,,,,,1612518091074272802
12,1612518105520038766,ORDER_EXECUTED,,204,NoiseAgent,,2021-02-05 09:41:29,ABM,82.0,Side.BID,995.0,99927.0,,99927.0,False,False,False,False,1190.0,,,,,1612518105520038766
7,0,ORDER_EXECUTED,,206,NoiseAgent,,2021-02-05 09:27:50,ABM,4.0,Side.ASK,581.0,99982.0,,99982.0,False,False,False,False,0.0,,,,,0
9,0,ORDER_EXECUTED,,206,NoiseAgent,,2021-02-05 09:27:50,ABM,96.0,Side.ASK,581.0,99982.0,,99982.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,209,NoiseAgent,,2021-02-05 09:55:18,ABM,100.0,Side.ASK,1411.0,99897.0,,99897.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,210,NoiseAgent,,2021-02-05 09:17:32,ABM,11.0,Side.BID,344.0,99972.0,,99972.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,216,NoiseAgent,,2021-02-05 09:38:17,ABM,30.0,Side.BID,854.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,0
10,1612517902383840776,ORDER_EXECUTED,,216,NoiseAgent,,2021-02-05 09:38:17,ABM,70.0,Side.BID,854.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,1612517902383840776
7,0,ORDER_EXECUTED,,218,NoiseAgent,,2021-02-05 09:17:31,ABM,100.0,Side.BID,343.0,99961.0,,99961.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,235,NoiseAgent,,2021-02-05 09:54:09,ABM,40.0,Side.BID,1377.0,99920.0,,99920.0,False,False,False,False,0.0,,,,,0
10,1612518853307641222,ORDER_EXECUTED,,235,NoiseAgent,,2021-02-05 09:54:09,ABM,60.0,Side.BID,1377.0,99920.0,,99920.0,False,False,False,False,0.0,,,,,1612518853307641222
7,0,ORDER_EXECUTED,,238,NoiseAgent,,2021-02-05 09:16:55,ABM,2.0,Side.ASK,325.0,99968.0,,99968.0,False,False,False,False,0.0,,,,,0
10,1612516619576025390,ORDER_EXECUTED,,238,NoiseAgent,,2021-02-05 09:16:55,ABM,9.0,Side.ASK,325.0,99968.0,,99968.0,False,False,False,False,0.0,,,,,1612516619576025390
12,0,ORDER_EXECUTED,,238,NoiseAgent,,2021-02-05 09:16:55,ABM,89.0,Side.ASK,325.0,99968.0,,99968.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,246,NoiseAgent,,2021-02-05 09:49:03,ABM,5.0,Side.BID,1264.0,99960.0,,99960.0,False,False,False,False,0.0,,,,,0
10,1612518552674187997,ORDER_EXECUTED,,246,NoiseAgent,,2021-02-05 09:49:03,ABM,95.0,Side.BID,1264.0,99960.0,,99960.0,False,False,False,False,0.0,,,,,1612518552674187997
7,0,ORDER_EXECUTED,,252,NoiseAgent,,2021-02-05 09:51:57,ABM,37.0,Side.BID,1316.0,99964.0,,99964.0,False,False,False,False,0.0,,,,,0
10,1612518723724530274,ORDER_EXECUTED,,252,NoiseAgent,,2021-02-05 09:51:57,ABM,63.0,Side.BID,1316.0,99964.0,,99964.0,False,False,False,False,0.0,,,,,1612518723724530274
7,0,ORDER_EXECUTED,,257,NoiseAgent,,2021-02-05 09:28:13,ABM,42.0,Side.BID,591.0,99989.0,,99989.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,259,NoiseAgent,,2021-02-05 09:06:43,ABM,96.0,Side.BID,125.0,99997.0,,99997.0,False,False,False,False,0.0,,,,,0
10,1612516176484352486,ORDER_EXECUTED,,259,NoiseAgent,,2021-02-05 09:06:43,ABM,4.0,Side.BID,125.0,99997.0,,99997.0,False,False,False,False,0.0,,,,,1612516176484352486
7,0,ORDER_EXECUTED,,260,NoiseAgent,,2021-02-05 09:00:41,ABM,100.0,Side.ASK,14.0,100066.0,,100066.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,261,NoiseAgent,,2021-02-05 09:41:09,ABM,2.0,Side.BID,981.0,99928.0,,99928.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,262,NoiseAgent,,2021-02-05 09:17:39,ABM,9.0,Side.BID,347.0,99958.0,,99958.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,265,NoiseAgent,,2021-02-05 09:18:02,ABM,100.0,Side.BID,359.0,99958.0,,99958.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,273,NoiseAgent,,2021-02-05 09:09:29,ABM,10.0,Side.ASK,173.0,100015.0,,100015.0,False,False,False,False,0.0,,,,,0
10,0,ORDER_EXECUTED,,273,NoiseAgent,,2021-02-05 09:09:29,ABM,90.0,Side.ASK,173.0,100015.0,,100015.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,274,NoiseAgent,,2021-02-05 09:15:36,ABM,23.0,Side.BID,296.0,100003.0,,100003.0,False,False,False,False,0.0,,,,,0
10,1612516537956078266,ORDER_EXECUTED,,274,NoiseAgent,,2021-02-05 09:15:36,ABM,77.0,Side.BID,296.0,100003.0,,100003.0,False,False,False,False,0.0,,,,,1612516537956078266
7,0,ORDER_EXECUTED,,284,NoiseAgent,,2021-02-05 09:59:41,ABM,100.0,Side.BID,1545.0,99875.0,,99875.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,285,NoiseAgent,,2021-02-05 09:09:54,ABM,2.0,Side.BID,184.0,100005.0,,100005.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,291,NoiseAgent,,2021-02-05 09:24:04,ABM,99.0,Side.ASK,492.0,99977.0,,99977.0,False,False,False,False,0.0,,,,,0
10,1612517047882419707,ORDER_EXECUTED,,291,NoiseAgent,,2021-02-05 09:24:04,ABM,1.0,Side.ASK,492.0,99977.0,,99977.0,False,False,False,False,0.0,,,,,1612517047882419707
7,0,ORDER_EXECUTED,,297,NoiseAgent,,2021-02-05 09:16:26,ABM,4.0,Side.ASK,314.0,99986.0,,99986.0,False,False,False,False,0.0,,,,,0
10,0,ORDER_EXECUTED,,297,NoiseAgent,,2021-02-05 09:16:26,ABM,96.0,Side.ASK,314.0,99986.0,,99986.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,302,NoiseAgent,,2021-02-05 09:17:08,ABM,11.0,Side.ASK,330.0,99968.0,,99968.0,False,False,False,False,0.0,,,,,0
10,1612516628659777015,ORDER_EXECUTED,,302,NoiseAgent,,2021-02-05 09:17:08,ABM,5.0,Side.ASK,330.0,99968.0,,99968.0,False,False,False,False,0.0,,,,,1612516628659777015
12,1612516632365882143,ORDER_EXECUTED,,302,NoiseAgent,,2021-02-05 09:17:08,ABM,84.0,Side.ASK,330.0,99968.0,,99968.0,False,False,False,False,0.0,,,,,1612516632365882143
7,0,ORDER_EXECUTED,,308,NoiseAgent,,2021-02-05 09:07:38,ABM,22.0,Side.ASK,139.0,100022.0,,100022.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,314,NoiseAgent,,2021-02-05 09:54:58,ABM,100.0,Side.ASK,1400.0,99880.0,,99880.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,316,NoiseAgent,,2021-02-05 09:54:31,ABM,200.0,Side.ASK,1390.0,99906.0,,99906.0,False,False,False,False,1190.0,,,,,0
7,0,ORDER_EXECUTED,,320,NoiseAgent,,2021-02-05 09:24:28,ABM,96.0,Side.BID,501.0,99981.0,,99981.0,False,False,False,False,0.0,,,,,0
10,1612517069234412666,ORDER_EXECUTED,,320,NoiseAgent,,2021-02-05 09:24:28,ABM,4.0,Side.BID,501.0,99981.0,,99981.0,False,False,False,False,0.0,,,,,1612517069234412666
7,0,ORDER_EXECUTED,,321,NoiseAgent,,2021-02-05 09:15:49,ABM,14.0,Side.BID,305.0,99997.0,,99997.0,False,False,False,False,0.0,,,,,0
10,1612516557534064227,ORDER_EXECUTED,,321,NoiseAgent,,2021-02-05 09:15:49,ABM,86.0,Side.BID,305.0,99997.0,,99997.0,False,False,False,False,0.0,,,,,1612516557534064227
7,0,ORDER_EXECUTED,,326,NoiseAgent,,2021-02-05 09:36:55,ABM,89.0,Side.BID,805.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,0
10,1612517817849661806,ORDER_EXECUTED,,326,NoiseAgent,,2021-02-05 09:36:55,ABM,11.0,Side.BID,805.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,1612517817849661806
7,0,ORDER_EXECUTED,,336,NoiseAgent,,2021-02-05 09:52:10,ABM,100.0,Side.BID,1323.0,99964.0,,99964.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,342,NoiseAgent,,2021-02-05 09:50:25,ABM,80.0,Side.BID,1287.0,99932.0,,99932.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,348,NoiseAgent,,2021-02-05 09:45:43,ABM,9.0,Side.BID,1183.0,99888.0,,99888.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,352,NoiseAgent,,2021-02-05 09:16:58,ABM,100.0,Side.ASK,326.0,99965.0,,99965.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,357,NoiseAgent,,2021-02-05 09:17:39,ABM,15.0,Side.BID,346.0,99958.0,,99958.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,360,NoiseAgent,,2021-02-05 09:08:21,ABM,100.0,Side.ASK,151.0,100024.0,,100024.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,363,NoiseAgent,,2021-02-05 09:26:54,ABM,20.0,Side.BID,560.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,0
10,0,ORDER_EXECUTED,,363,NoiseAgent,,2021-02-05 09:26:54,ABM,80.0,Side.BID,560.0,99976.0,,99976.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,365,NoiseAgent,,2021-02-05 09:17:56,ABM,100.0,Side.ASK,353.0,99956.0,,99956.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,371,NoiseAgent,,2021-02-05 09:21:36,ABM,100.0,Side.ASK,437.0,99983.0,,99983.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,384,NoiseAgent,,2021-02-05 09:13:34,ABM,10.0,Side.BID,267.0,99995.0,,99995.0,False,False,False,False,1190.0,,,,,0
10,1612516443601031459,ORDER_EXECUTED,,384,NoiseAgent,,2021-02-05 09:13:34,ABM,100.0,Side.BID,267.0,99995.0,,99995.0,False,False,False,False,1190.0,,,,,1612516443601031459
12,1612516443743631052,ORDER_EXECUTED,,384,NoiseAgent,,2021-02-05 09:13:34,ABM,100.0,Side.BID,267.0,99995.0,,99995.0,False,False,False,False,1190.0,,,,,1612516443743631052
14,1612516522539087698,ORDER_EXECUTED,,384,NoiseAgent,,2021-02-05 09:13:34,ABM,100.0,Side.BID,267.0,99995.0,,99995.0,False,False,False,False,1190.0,,,,,1612516522539087698
16,1612516523042377572,ORDER_EXECUTED,,384,NoiseAgent,,2021-02-05 09:13:34,ABM,90.0,Side.BID,267.0,99995.0,,99995.0,False,False,False,False,1190.0,,,,,1612516523042377572
7,0,ORDER_EXECUTED,,386,NoiseAgent,,2021-02-05 09:12:35,ABM,38.0,Side.ASK,242.0,99991.0,,99991.0,False,False,False,False,0.0,,,,,0
10,1612516363348828675,ORDER_EXECUTED,,386,NoiseAgent,,2021-02-05 09:12:35,ABM,62.0,Side.ASK,242.0,99991.0,,99991.0,False,False,False,False,0.0,,,,,1612516363348828675
7,0,ORDER_EXECUTED,,392,NoiseAgent,,2021-02-05 09:14:55,ABM,90.0,Side.BID,287.0,100010.0,,100010.0,False,False,False,False,0.0,,,,,0
10,1612516506697239911,ORDER_EXECUTED,,392,NoiseAgent,,2021-02-05 09:14:55,ABM,10.0,Side.BID,287.0,100010.0,,100010.0,False,False,False,False,0.0,,,,,1612516506697239911
7,0,ORDER_EXECUTED,,395,NoiseAgent,,2021-02-05 09:31:39,ABM,46.0,Side.BID,650.0,99972.0,,99972.0,False,False,False,False,1190.0,,,,,0
10,1612517501226092078,ORDER_EXECUTED,,395,NoiseAgent,,2021-02-05 09:31:39,ABM,100.0,Side.BID,650.0,99972.0,,99972.0,False,False,False,False,1190.0,,,,,1612517501226092078
12,1612517504493250073,ORDER_EXECUTED,,395,NoiseAgent,,2021-02-05 09:31:39,ABM,100.0,Side.BID,650.0,99972.0,,99972.0,False,False,False,False,1190.0,,,,,1612517504493250073
14,1612517505508079096,ORDER_EXECUTED,,395,NoiseAgent,,2021-02-05 09:31:39,ABM,100.0,Side.BID,650.0,99972.0,,99972.0,False,False,False,False,1190.0,,,,,1612517505508079096
16,1612517519916796190,ORDER_EXECUTED,,395,NoiseAgent,,2021-02-05 09:31:39,ABM,100.0,Side.BID,650.0,99972.0,,99972.0,False,False,False,False,1190.0,,,,,1612517519916796190
18,1612517527405861192,ORDER_EXECUTED,,395,NoiseAgent,,2021-02-05 09:31:39,ABM,100.0,Side.BID,650.0,99972.0,,99972.0,False,False,False,False,1190.0,,,,,1612517527405861192
20,1612517529150400897,ORDER_EXECUTED,,395,NoiseAgent,,2021-02-05 09:31:39,ABM,54.0,Side.BID,650.0,99972.0,,99972.0,False,False,False,False,1190.0,,,,,1612517529150400897
7,0,ORDER_EXECUTED,,412,NoiseAgent,,2021-02-05 09:31:24,ABM,76.0,Side.ASK,644.0,99958.0,,99958.0,False,False,False,False,1190.0,,,,,0
10,1612517489197188292,ORDER_EXECUTED,,412,NoiseAgent,,2021-02-05 09:31:24,ABM,200.0,Side.ASK,644.0,99958.0,,99958.0,False,False,False,False,1190.0,,,,,1612517489197188292
12,1612517489512876035,ORDER_EXECUTED,,412,NoiseAgent,,2021-02-05 09:31:24,ABM,100.0,Side.ASK,644.0,99958.0,,99958.0,False,False,False,False,1190.0,,,,,1612517489512876035
14,1612517498720087785,ORDER_EXECUTED,,412,NoiseAgent,,2021-02-05 09:31:24,ABM,24.0,Side.ASK,644.0,99958.0,,99958.0,False,False,False,False,1190.0,,,,,1612517498720087785
7,0,ORDER_EXECUTED,,416,NoiseAgent,,2021-02-05 09:42:13,ABM,99.0,Side.BID,1034.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,0
10,0,ORDER_EXECUTED,,416,NoiseAgent,,2021-02-05 09:42:13,ABM,1.0,Side.BID,1034.0,99927.0,,99927.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,417,NoiseAgent,,2021-02-05 09:13:33,ABM,90.0,Side.ASK,266.0,99995.0,,99995.0,False,False,False,False,0.0,,,,,0
10,0,ORDER_EXECUTED,,417,NoiseAgent,,2021-02-05 09:13:33,ABM,10.0,Side.ASK,266.0,99995.0,,99995.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,425,NoiseAgent,,2021-02-05 09:39:28,ABM,20.0,Side.ASK,900.0,99926.0,,99926.0,False,False,False,False,0.0,,,,,0
7,0,ORDER_EXECUTED,,428,NoiseAgent,,2021-02-05 09:18:00,ABM,5.0,Side.ASK,358.0,99916.0,,99916.0,False,False,False,False,0.0,,,,,0
